lat0,lon0,tmin_C__after_2000,tmin_C__before_2000,tmax_C__after_2000,tmax_C__before_2000,vpd__after_2000,vpd__before_2000,duration__after_2000,duration__before_2000,intensity__after_2000,intensity__before_2000,frequency__after_2000,frequency__before_2000,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
-26.25,28.75,8.26905212402346,7.3981188456217675,30.518495673637908,29.02318496704104,0.9278121093111354,0.7601420088168397,4.161290322580645,3.8076923076923075,0.8002168879364476,0.7255781086591574,0.5866666666666667,0.25,0.8709332784016928,1.495310706596868,0.16767010049429576,0.35359801488833753,0.07463877927729023,0.33666666666666667
-26.25,29.0,8.227944946289085,7.318180592854841,30.45290963309154,28.85914510091148,0.8997497356606468,0.7340598632234782,4.09375,3.75,0.7630432528076749,0.6604673404778753,0.5733333333333334,0.2833333333333333,0.9097643534342446,1.5937645321800602,0.1656898724371686,0.34375,0.10257591232979968,0.29000000000000004
-26.25,29.25,8.277429199218773,7.329177347819033,30.573629840008646,28.93016789754234,0.8828182059654321,0.7200300096368729,4.033333333333333,3.7,0.7647124745192067,0.6400900095701217,0.52,0.26666666666666666,0.94825185139974,1.6434619424663062,0.16278819632855923,0.33333333333333304,0.12462246494908491,0.25333333333333335
-26.25,29.5,9.548755834009762,8.518623097737652,29.203031307071857,28.110574595133485,0.6871004139719444,0.6050581321328269,3.8076923076923075,3.6,0.7116859489017062,0.5496719340483348,0.4666666666666667,0.25,1.03013273627211,1.0924567119383717,0.08204228183911755,0.2076923076923074,0.1620140148533714,0.21666666666666667
-26.25,29.75,9.202956994787462,8.242692565917991,28.667960268491296,27.655385335286482,0.6451644094135698,0.5696638602235156,3.8461538461538463,3.5416666666666665,0.6304096527970754,0.5204335078597069,0.4666666666666667,0.21666666666666667,0.9602644288694702,1.0125749332048137,0.07550054919005422,0.30448717948717974,0.10997614493736851,0.25
-26.0,26.0,10.100816444297912,9.301127878824893,32.743131602894195,31.462849680582703,1.3991248536206566,1.1724136057271721,3.8181818181818183,3.764705882352941,0.7900095703926954,0.6997541539809283,0.41333333333333333,0.31666666666666665,0.7996885654730193,1.2802819223114916,0.2267112478934845,0.05347593582887722,0.09025541641176704,0.09666666666666668
-26.0,26.25,10.217650019658098,9.30101954142255,32.4377188149985,31.068716430664086,1.3385894066292285,1.1089408653569153,3.9285714285714284,3.764705882352941,0.7661970023597989,0.6399264826494104,0.49333333333333335,0.31666666666666665,0.9166304782355486,1.3690023843344115,0.22964854127231327,0.16386554621848726,0.1262705197103885,0.1766666666666667
-26.0,26.5,10.144361064960453,9.160535685221378,32.1917853813667,30.71541417439781,1.278338395019908,1.0447937081252128,3.857142857142857,3.735294117647059,0.79189490347073,0.6068987390574287,0.48,0.3333333333333333,0.9838253797390752,1.4763712069688886,0.23354468689469532,0.12184873949579833,0.18499616441330125,0.14666666666666667
-26.0,26.75,9.980644761122688,8.953501129150414,32.09333745783028,30.54995778401695,1.2424776128057098,1.0073944244055535,3.982142857142857,3.735294117647059,0.7943041226987181,0.5898675305001876,0.48,0.3333333333333333,1.0271436319722742,1.5433796738133303,0.2350831884001563,0.24684873949579833,0.2044365921985305,0.14666666666666667
-26.0,27.0,9.938085025936001,8.91580505371096,31.515285184785938,29.935091145833358,1.1786518031284892,0.9563156756834377,4.134615384615385,3.90625,0.7615694372818388,0.574941074475646,0.4666666666666667,0.3,1.022279972225041,1.5801940389525804,0.2223361274450515,0.22836538461538503,0.18662836280619277,0.16666666666666669
