lat0,lon0,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
10,38.5,0.858596254,0.581480095,0.185281621,0.323529412,0.075950792,0.116666667
10,38.75,0.982530193,0.447193498,0.174577391,0.147619048,0.045230627,0.066666667
10,39.5,0.384541458,0.799548633,0.139303902,0.685185185,0.016583828,0.19
10,39.75,0.420184013,0.911015183,0.151470425,0.724242424,0.005738378,0.303333333
10.25,7,0.613749636,0.528762935,0.156356873,0.653333333,0.101466392,0.036666667
10.25,8,0.626528696,0.714638187,0.160757162,0.435,0.070631414,0.05
10.25,37,0.594140508,0.551274657,0.224788048,0.198996656,0.035392701,0.156666667
10.25,37.75,0.700110881,0.694024189,0.131628607,0.626315789,0.144301889,0.003333333
10.25,38,0.714383874,0.829151623,0.110019345,0.841386555,0.061249219,0.096666667
10.25,38.25,0.540307422,0.67922868,0.181470224,0.893333333,0.082051893,0.066666667
10.25,38.75,0.395060906,0.301326321,0.087835325,0.42,0.02389616,0.026666667
10.25,39,0.596654921,0.456651873,0.125359878,0.581699346,0.046572427,0.076666667
10.25,39.25,0.275811455,0.427986947,0.089218895,0.533730159,0.057464808,0.083333333
10.25,39.75,0.210114308,0.533308195,0.107445472,1.178571429,0.000871774,0.346666667
10.5,36.75,0.687796099,0.594864087,0.236595272,0.56875,0.117607792,0.04
10.5,37.5,0.739797406,0.694739767,0.156786957,0.339285714,0.082697718,0.236666667
10.5,37.75,0.589952224,0.758252149,0.113146717,0.66,0.116466265,0.066666667
10.5,38,0.653006294,0.916237523,0.107826908,1.166666667,0.097578451,0.076666667
10.5,38.25,0.943952727,1.102976227,0.181843924,0.419098143,0.041180448,0.186666667
10.5,38.75,0.233290237,0.351456275,0.049638641,0.86875,0.029601325,0.08
10.5,39,0.273862086,0.492513784,0.086663302,0.93802521,0.061481945,0.08
10.5,39.25,0.171245751,0.549329885,0.080298188,0.334685598,0.034360897,0.113333333
10.5,39.5,0.367722555,0.775301772,0.140919449,0.392137097,0.019639499,0.316666667
10.5,39.75,0.395564837,0.755486395,0.1319632,1.194444444,0.017902311,0.34
10.75,33,1.112826655,0.868510633,0.240371691,0.003246753,0.08090438,0.13
10.75,37.5,0.771623406,0.736170901,0.155455749,0.866666667,0.117362962,0.13
10.75,37.75,0.699846825,0.68644016,0.107866643,0.87037037,0.067445814,0.156666667
10.75,38,0.641051268,0.714518073,0.10173192,0.804843305,0.03349947,0.186666667
10.75,38.25,1.140908129,0.990019187,0.181318911,0.575384615,0.064285685,0.11
10.75,38.75,0.277677115,0.522275915,0.052747506,0.705128205,0.034241685,0.05
10.75,39,0.251416974,0.692153422,0.069368781,1.090277778,0.004672997,0.113333333
10.75,39.5,0.302313995,0.69205246,0.086785199,0.037084399,0.06439703,0.106666667
10.75,39.75,0.704876924,1.105944922,0.17976622,0.458333333,0.005994742,0.163333333
11,7.5,0.607442416,0.572812066,0.115495477,0.766666667,0.08478777,0.096666667
11,33,1.086312749,0.856093206,0.222859067,0.152380952,0.112350209,0.053333333
11,33.25,1.120245557,0.884324489,0.24217237,0.273809524,0.068495629,0.136666667
11,36.75,0.905809784,0.961092396,0.265253735,0.715073529,0.088049724,0.18
11,37.5,0.484629137,0.321434901,0.130149127,1.318518519,0.073910593,0.173333333
11,37.75,0.935128921,0.644286444,0.176151734,0.875,0.01712082,0.243333333
11,38,0.900261238,0.575891211,0.134158704,0.307575758,0.033447453,0.236666667
11,38.25,0.980786152,0.546944623,0.110674634,0.506666667,0.048892569,0.073333333
11,38.75,0.231824728,0.506298769,0.062953765,0.65,0.024432821,0.06
11,39.5,0.310511134,0.938614185,0.120782127,0.94047619,0.02498844,0.37
11.25,0,0.567598627,0.458908727,0.109051864,0.3125,0.090392137,0.006666667
11.25,0.75,0.445679063,0.275026762,0.173395983,0.25,0.015971891,0.046666667
11.25,5.25,0.651443638,0.436151162,0.110010492,0.489583333,0.058165386,0.04
11.25,5.5,0.553037595,0.419669479,0.105673054,0.182051282,0.014399183,0.093333333
11.25,37,1.000784615,0.813461441,0.255472013,0.095611285,0.013611815,0.353333333
11.25,37.5,0.969427314,0.465751628,0.171344823,0.055555556,0.10883069,0.146666667
11.25,37.75,0.771535003,0.419877722,0.182231853,0.300403226,0.063010192,0.156666667
11.25,38,0.700168805,0.232201307,0.108226601,0.066964286,0.078675513,0.09
11.25,38.25,0.548801461,0.420840239,0.05815994,0.159259259,0.001238132,0.08
11.25,39,0.483711653,0.575156911,0.128742966,0.479166667,0.002697667,0.083333333
11.25,40,0.875125396,0.779385278,0.201370543,0.156862745,0.040456165,0.193333333
11.5,0.25,0.563417405,0.526765501,0.124811674,0.156565657,0.118622448,0
11.5,1.5,0.466784375,0.335249113,0.18272233,0.394927536,0.053341682,0.053333333
11.5,3.75,1.02397993,0.49256134,0.242782208,0.465811966,0.00237971,0
11.5,4.5,0.78009309,0.366226196,0.197564493,0.416666667,0.046231843,0.006666667
11.5,34,1.354537866,0.972771649,0.336588632,0.024064171,0.151441118,0.063333333
11.5,34.25,1.396598933,0.912858875,0.560157059,0.175324675,0.12216459,0.196666667
11.5,36,1.044524501,1.266860492,0.472039505,0.233333333,0.083490984,0.29
11.5,37.5,0.952882033,0.551273815,0.205120958,0.313978495,0.032043313,0.233333333
11.5,37.75,0.811061664,0.416883224,0.176291348,0.193287037,0.13082546,0.103333333
11.5,38,0.59616709,0.427651215,0.108248114,0.360703812,0.026455878,0.23
11.5,39.75,0.779783728,1.172675402,0.234539311,0.7125,0.034400445,0.116666667
11.5,40,0.759775661,0.610953776,0.17669291,0.45,0.044778309,0.156666667
11.75,3.75,0.866869178,0.448869069,0.237195002,0.125,0.008559166,0.03
11.75,4,0.960919229,0.410183814,0.225749151,0.54887218,0.028513828,0.006666667
11.75,4.25,0.779891929,0.341274829,0.197838706,0.786538462,0.028201754,0.006666667
11.75,23.75,1.488692709,0.934391511,0.316032705,0.723484848,0.092139992,0.2
11.75,37.75,0.880601736,0.559411249,0.187939476,0.504032258,0.090500375,0.256666667
11.75,38.25,0.449226536,0.457904346,0.062696356,1.097222222,0.036943853,0.176666667
11.75,38.75,0.226438728,0.438213798,0.074068618,0.173913043,0.034132314,0.02
11.75,39.75,0.919952569,1.240915308,0.23197977,0.434782609,0.000871323,0.233333333
12,3.25,0.616419337,0.347061431,0.202978493,0.268181818,0.001863357,0.043333333
12,3.75,0.806603397,0.447299938,0.23305697,0.388888889,0.021479646,0.01
12,4.5,0.668489877,0.248290918,0.166775394,0.06884058,0.039830385,0.063333333
12,5,0.742039177,0.339452655,0.171908851,0.574358974,0.039057721,0.07
12,5.25,0.767512336,0.357782139,0.174301973,0.464285714,0.058200115,0.096666667
12,37.5,0.676503988,0.542887585,0.141214014,0.384615385,0.001353626,0.3
12,37.75,0.842019262,0.581433066,0.174670328,0.611827957,0.091951308,0.26
12,38,0.876874738,0.444800939,0.143397603,0.606060606,0.042991996,0.25
12,38.25,0.788474274,0.490658687,0.138684863,0.739495798,0.051567206,0.23
12,38.75,0.135026257,0.373515476,0.091390094,0.01625,0.030581569,0.08
12,39.75,0.904358145,1.309094277,0.251792075,0.49068323,0.107596003,0.22
12.25,3,0.847297845,0.374036525,0.221306226,0.117647059,0.009597808,0.066666667
12.25,4.25,0.89409524,0.488759183,0.232418791,0.071146245,0.02917586,0.113333333
12.25,33,1.335967137,0.789962397,0.215228284,0.090588235,0.209025931,0.1
12.25,36.25,1.252791928,1.043773377,0.425504179,0.310909091,0.136105916,0.196666667
12.25,37,0.884306375,0.645318584,0.240172413,0.143162393,0.067827922,0.22
12.25,37.25,0.789007999,0.611661921,0.170294105,0.416666667,0.0702014,0.206666667
12.25,37.5,0.695705942,0.559222921,0.148891897,0.5,0.028507126,0.226666667
12.25,37.75,0.70850699,0.436072658,0.146604265,0.599078341,0.006898455,0.24
12.25,38,0.801644076,0.318233157,0.130347944,0.738095238,0.077751161,0.166666667
12.25,38.25,1.008688902,0.39815443,0.169900064,0.371794872,0.000408553,0.126666667
12.25,38.5,0.77131692,0.222006656,0.139561903,0.726708075,0.037076335,0.05
12.25,38.75,0.191343787,0.380118522,0.093880517,0.310150376,0.03305662,0.083333333
12.25,39.5,0.687168415,1.304515173,0.259465802,0.842156863,0.060252446,0.186666667
12.25,39.75,1.017726879,1.110451234,0.176324021,0.496428571,0.069197513,0.243333333
12.5,3.5,0.824698541,0.537062973,0.24601216,0.483957219,0.032533192,0.02
12.5,3.75,0.912807347,0.541013864,0.251804671,0.458333333,0.038795456,0.03
12.5,37.25,0.977265578,0.616653658,0.227753068,0.204545455,0.11202742,0.256666667
12.5,37.5,0.803345177,0.44253094,0.176636945,0.60237069,0.141429273,0.246666667
12.5,37.75,0.571569394,0.354363896,0.116682065,0.557692308,0.038295065,0.173333333
12.5,38.5,0.362406002,0.230329484,0.128944994,0.125,0.064978002,0.126666667
12.5,38.75,0.531681785,0.405567384,0.125610195,0.750925926,0.020868335,0.07
12.5,39.5,0.935056794,1.062961187,0.207815256,0.978431373,0.019297887,0.203333333
12.5,39.75,0.666785314,0.732614175,0.101536796,0.464285714,0.051559864,0.25
12.75,2,0.670148781,0.465455784,0.247721221,0.544230769,0.01429886,0.026666667
12.75,37.5,1.048634612,0.568069302,0.173826706,0.111263736,0.058433459,0.263333333
12.75,39.75,0.44756413,0.19927732,0.031879787,0.26007326,0.033356424,0.09
13,0.25,0.558178065,0.362576548,0.197690888,0.029304029,0.011302339,0.073333333
13,1,0.713448158,0.359420326,0.209699141,0.208333333,0.037651598,0.033333333
13,1.5,0.707716331,0.337819906,0.212900829,0.492424242,0.000407569,0.073333333
13,1.75,0.83457849,0.315266497,0.196512701,0.385167464,0.056990042,0.063333333
13,2,0.750678664,0.299733734,0.199595837,0.386842105,0.01602318,0.08
13,37.5,0.811803358,0.558993159,0.212303943,0.48,0.016778811,0.246666667
13,37.75,0.896519138,0.454777722,0.138031708,0.027233115,0.024192229,0.13
13,38.25,0.45656975,0.255088767,0.042979535,0.51242236,0.009723691,0.043333333
13.25,38.25,0.684166913,0.237631734,0.040526281,0.5,0.016298832,0.11
13.25,38.5,0.839444028,0.377746504,0.093945844,0.47464503,0.042041883,0.116666667
13.5,38.25,1.155228052,0.442044615,0.128365938,0.582142857,0.0795316,0.236666667
13.5,38.5,1.083478937,0.546871205,0.16163446,0.898185484,0.023107519,0.173333333
13.5,38.75,0.291332675,0.214188561,0.091313909,0.206896552,0.008036695,0.21
13.5,39,0.224635022,0.193376297,0.087509958,0.504537205,0.02131901,0.126666667
13.5,39.25,0.598637371,0.472322376,0.147428663,1.283333333,0.024447492,0.15
13.75,-4.25,0.592463997,0.478036949,0.191281963,0.06127451,0.075116688,0.02
13.75,38,1.017275414,0.4421741,0.194678638,0.125,0.070513128,0.27
13.75,38.25,1.011808972,0.318750959,0.186832875,1.076923077,0.026478343,0.253333333
13.75,38.75,0.267574721,0.255009734,0.083359187,0.438888889,0.034215686,0.156666667
13.75,39,0.312686157,0.362153586,0.105556821,0.769298246,0.035562142,0.136666667
13.75,39.25,0.552647048,0.259018551,0.086861456,0.841013825,0.010956293,0.18
14,38,1.036048948,0.507791862,0.230746721,0.403571429,0.192045634,0.27
14,38.25,1.155377647,0.375266833,0.192686753,0.829885057,0.08341466,0.226666667
14,38.5,0.879577558,0.362089812,0.143385878,1.209051724,0.068495937,0.203333333
14,38.75,0.489050234,0.285757016,0.097413298,0.694444444,0.066357106,0.16
14,39,0.686128665,0.320524128,0.099800531,0.671717172,0.028094988,0.196666667
14,39.25,0.555881676,0.178245173,0.077720976,0.840625,0.012072599,0.153333333
14.25,37.75,1.298388026,0.687104719,0.29455231,0.645833333,0.563734447,0.176666667
14.25,38,1.174714563,0.604377199,0.275146854,0.758547009,0.28188416,0.286666667
14.25,38.25,1.178055396,0.45687874,0.189588385,0.702380952,0.081913713,0.28
14.25,38.75,0.814427655,0.334157093,0.126717821,0.961693548,0.061083488,0.16
14.25,39,0.870205649,0.181540719,0.093268169,0.883064516,0.022023839,0.176666667
14.25,39.25,0.771430206,0.267386432,0.087050212,0.48627451,0.014275981,0.19
14.5,38,1.161512756,0.593256926,0.235015121,0.611538462,0.291681022,0.326666667
14.5,38.25,1.049163388,0.393418395,0.167327084,0.707070707,0.088934978,0.286666667
14.5,38.5,1.041437159,0.372574263,0.147829295,0.817857143,0.104123751,0.193333333
14.5,38.75,0.786248525,0.285851464,0.125196895,0.8,0.108078158,0.21
14.5,39,0.914168999,0.212804491,0.10780752,0.8,0.085690039,0.22
14.5,39.25,0.819405639,0.30381411,0.099676505,0.953703704,0.062189867,0.246666667
14.5,39.5,0.730448366,0.841769859,0.145249726,1.202956989,0.053664557,0.316666667
14.75,38,1.146597838,0.651890094,0.268446376,0.896825397,0.243505039,0.31
14.75,38.25,1.082431441,0.467843413,0.197918189,1.175862069,0.286942418,0.176666667
14.75,38.5,0.92544452,0.334767503,0.15020339,1.191810345,0.123895111,0.193333333
14.75,38.75,0.606574993,0.314851751,0.121768108,0.373563218,0.161053902,0.266666667
14.75,39,0.68872802,0.347333174,0.12727766,0.22,0.107701911,0.243333333
14.75,39.25,0.614774459,0.476099357,0.119510842,1.269411765,0.13240451,0.173333333
15,36.75,1.092060089,0.633794149,0.334507084,0.026984127,0.055316362,0.476666667
15,37,1.057065015,0.631357907,0.301773848,0.274294671,0.190475524,0.363333333
15,38,1.159599695,0.716317456,0.280269007,0.583333333,0.308910896,0.29
15,38.25,1.058787263,0.636968935,0.216313266,0.966954023,0.212273908,0.23
15,38.5,0.989422764,0.498625418,0.170419695,1.130952381,0.212321893,0.19
15,38.75,0.7717981,0.516966815,0.137985953,0.870238095,0.1798593,0.25
15,39,0.552875871,0.674446986,0.176943327,0.759615385,0.071625786,0.21
15,39.25,0.496209678,0.784440182,0.166651828,1.301190476,0.059424375,0.173333333
15.25,-0.5,0.775815093,0.618169286,0.224511718,0.340080972,0.26508091,0.043333333
15.25,36.75,1.066889504,0.61340287,0.316567348,0.504032258,0.095128251,0.426666667
15.25,38,1.170584948,0.630935219,0.247668104,0.375,0.362436853,0.263333333
15.25,38.25,1.145558577,0.644762616,0.215638177,0.814814815,0.172284949,0.296666667
15.25,38.5,1.061981534,0.53096605,0.174979606,1.040509259,0.276212369,0.146666667
15.5,39,0.77026467,1.211164093,0.285849563,1.166666667,0.050813826,0.426666667
15.75,38.75,0.742127971,0.952501639,0.238543579,0.060267857,0.046536051,0.516666667
15.75,39,0.766907638,1.220028315,0.307553564,0.628787879,0.244971016,0.26
16,38.25,0.885529347,0.561154899,0.141950138,0.685267857,0.119551635,0.276666667
16.5,38.25,0.567435045,0.849194082,0.281349373,0.325757576,0.082196399,0.326666667
16.75,38.25,0.444995039,0.752186506,0.247437597,0.314393939,0.064646404,0.283333333
16.75,38.5,0.454913663,0.826783792,0.24395238,0.414516129,0.031591933,0.386666667
17.25,-14,0.192278016,0.868713848,0.111557296,0.155462185,0.579218674,0.02
18.25,37.75,0.659576299,0.821546486,0.31032485,0.808300395,0.033894398,0.2
18.5,37.75,0.537380942,0.867495864,0.311340636,0.753333333,0.215738366,0.196666667
29.25,31.25,1.09559469,0.348950019,0.182033881,0.289377289,0.126576008,0.03
29.5,31,1.044708585,0.393909298,0.176259512,0.202380952,0.051814796,0.07
29.5,31.25,1.125500469,0.469177246,0.185369452,0.402037618,0.105002769,0.093333333
31.25,-8.25,1.059953386,1.467531488,0.286378169,0.798319328,0.040845247,0.483333333
31.5,-9.75,0.445327152,1.162646015,0.088962719,0.065062389,0.185373335,0.12
31.5,-8.25,0.818622041,1.802812019,0.335630191,0.121875,0.038382285,0.543333333
31.75,-9.5,0.391487885,0.787195939,0.069770639,0.507211538,0.226880175,0.046666667
31.75,-8,0.929918945,2.086368561,0.442367748,0.730769231,0.165619804,0.253333333
31.75,-7.75,0.975153899,2.083399924,0.502124735,0.443910256,0.114408601,0.46
32,-9.25,0.173017707,0.965147419,0.066331447,0.410714286,0.074081573,0.086666667
32,-7.5,0.798187041,1.742346759,0.31099399,0.854651163,0.078053214,0.62
32,-7.25,0.811601512,1.742453825,0.381063714,0.808823529,0.058265415,0.553333333
32.25,-9,0.370742387,1.688102487,0.093357035,0.208639706,0.142489381,0.17
32.25,-8.75,0.52670873,1.623897689,0.127895906,0.383333333,0.133465319,0.166666667
32.25,-7.5,0.715896078,1.849639032,0.292342184,0.275641026,0.037785598,0.59
32.25,-7.25,0.813570717,1.798821493,0.356950284,0.960784314,0.076686513,0.56
32.5,-8.75,0.418738028,1.770400395,0.091405205,0.041745731,0.199237902,0.17
32.5,-8.25,0.437033257,1.627628757,0.132811304,0.236111111,0.031659746,0.21
32.5,-7.5,0.689523276,1.911068432,0.291878959,0.472222222,0.087525015,0.526666667
32.5,-6.5,1.382171944,1.868641917,0.493878,0.711538462,0.126903625,0.363333333
32.5,-6,1.193819897,1.609218089,0.402404683,,,0.48
32.5,21.75,0.744622822,0.433837988,0.028154263,0.018817204,0.093104592,0.113333333
32.75,-8.5,0.624203706,1.684230668,0.081194992,0.084291188,0.205011696,0.156666667
32.75,-6.5,1.056863971,1.831211012,0.418515015,0.649425287,0.013969701,0.326666667
32.75,-6.25,1.179495259,1.801143314,0.418971166,0.390625,0.122333111,0.546666667
33,-8.5,0.473937323,1.574186804,0.042687707,0.042528736,0.056358159,0.24
33,-8.25,0.49838652,1.766524036,0.077577976,0.069979716,0.213571988,0.176666667
33,-8,0.540046438,1.633092538,0.101615855,0.078747628,0.151389839,0.233333333
33,-7,0.723174051,1.430383399,0.232579586,0.175213675,0.008989462,0.31
33,-6.75,0.755141488,1.691617936,0.30250077,0.313267813,0.032876454,0.483333333
33.25,-8.25,0.463075198,1.474307955,0.023969413,0.062111801,0.130500105,0.11
33.25,-6.5,0.82159819,1.971514834,0.310475651,0.200980392,0.015228043,0.71
33.25,-6.25,0.802353062,1.991539882,0.339914453,0.057142857,0.073133407,0.61
33.5,-7.75,0.347840901,1.937046364,0.067284776,0.686609687,0.003885645,0.233333333
33.5,-6.5,0.896800975,1.726919184,0.243773005,0.722222222,0.032517684,0.533333333
33.5,-6.25,0.842264968,1.777139732,0.281314713,0.522988506,0.009354098,0.59
34,-4,0.818531271,1.620776915,0.36157806,0.746753247,0.09331824,0.203333333
34,6,0.945229359,1.293717683,0.29635659,0.142533937,0.279824852,0.033333333
34.25,-4.75,0.909418898,1.950021577,0.387247212,0.586956522,0.017721384,0.033333333
34.25,-4.5,0.984691033,1.940341832,0.4277248,0.125668449,0.280621999,0.043333333
34.5,-4.75,0.909998165,1.795789435,0.339728925,0.310606061,0.059237335,0.05
34.5,-4.5,0.922472166,1.706156608,0.355779667,0.536096257,0.209706928,0.03
34.75,-4.75,0.792937626,1.518100347,0.269181027,0.471929825,0.090867873,0.076666667
35,-6,0.610279553,2.057273708,0.140430529,0.843434343,0.008571192,0.27
35,-5.75,0.674322373,2.064922176,0.176872234,0.703703704,0.058182586,0.123333333
35,-5.5,0.782907163,1.803587283,0.221830186,0.53125,0.045110822,0.24
35,-5.25,0.905634484,1.636627823,0.251560705,0.676344086,0.018881161,0.21
35,-5,0.901906018,1.692153344,0.281588206,0.159259259,0.028270463,0.26
35,-2,1.16306481,1.787854552,0.238908343,0.327586207,0.060063232,0.546666667
35.25,-6,0.800750048,2.39384167,0.137375999,0.32745098,0.0892571,0.346666667
35.25,-5.75,0.716923053,2.183003117,0.151572134,0.310810811,0.083914785,0.383333333
35.5,-5.75,0.940093857,2.154916949,0.14352994,0.167410714,0.133830499,0.323333333
37,9,1.069978704,0.938595581,0.115702399,0.420454545,0.026096507,0.09
