lat0,lon0,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
-2.75,36.5,0.357648801,0.457649114,0.11592387,0.580128205,0.043092569,0.223333333
-2.75,36.75,0.29987701,0.482193032,0.116098034,0.665441176,0.066222351,0.133333333
-2.75,37,0.389454162,0.872992256,0.154033441,0.994871795,0.099729226,0.13
-2.75,37.75,0.453285335,1.013617335,0.099745376,0.145833333,0.071265631,0.296666667
-2.75,38,0.558962406,1.071275643,0.106430513,0.053571429,0.065424807,0.31
-2.75,38.25,0.557104297,0.826701257,0.102924374,0.303030303,0.058315316,0.203333333
-2.5,16.5,0.237441332,0.951244863,0.118477062,0.527777778,0.080361282,0.196666667
-2.5,17.5,0.102554713,0.963416329,0.140644247,0.144736842,0.076964951,0.28
-2.5,17.75,0.195463816,0.84219464,0.124743172,0.55,0.00490176,0.25
-2.5,30,0.286627002,0.61689457,0.065556379,0.278532609,0.050885212,0.05
-2.5,30.25,0.139855996,0.642748906,0.066975299,0.430706522,0.05905368,0.073333333
-2.5,30.5,0.069986881,0.521736262,0.040861471,0.274456522,0.027623394,0.106666667
-2.5,31.75,0.300020854,0.418125192,0.04083273,0.414772727,0.059742464,0.08
-2.5,35.75,0.411166049,0.802687503,0.138576384,0.907738095,0.071649775,0.15
-2.5,36.25,0.68156124,0.907041266,0.196612364,0.033333333,0.06250284,0.163333333
-2.5,36.5,0.254258043,0.447417743,0.095991753,0.663879599,0.076166647,0.14
-2.5,36.75,0.262231856,0.478303723,0.103552726,1.001672241,0.040728498,0.186666667
-2.5,37.25,0.464459365,0.989111739,0.147914469,0.703703704,0.037364673,0.333333333
-2.25,16.5,0.411893933,0.98797226,0.136888605,0.486842105,0.030030232,0.223333333
-2.25,17.5,0.091776334,0.866818179,0.129392456,0.274509804,0.118286361,0.193333333
-2.25,17.75,0.133704063,0.814019521,0.117953416,0.45,0.031061931,0.266666667
-2.25,18.25,0.483386993,0.907804479,0.122448281,0.347953216,0.062188451,0.166666667
-2.25,30.25,0.160575671,0.76099697,0.093809839,0.208791209,0.034873097,0.146666667
-2.25,30.5,0.159853793,0.661324173,0.077073248,0.349425287,0.009394926,0.16
-2.25,31.5,0.223116772,0.65157993,0.054185266,0.218253968,0.007897094,0.216666667
-2.25,35.75,0.568099271,0.838117453,0.137548016,0.232954545,0.031077682,0.19
-2.25,36,0.098578468,0.367011359,0.095554794,0.357142857,0.005132442,0.23
-2.25,36.25,0.308915847,0.504719113,0.118492437,0.083333333,0.049730129,0.32
-2.25,36.5,0.287776947,0.312470167,0.085408325,0.45,0.054949254,0.166666667
-2.25,36.75,0.393550795,0.439731637,0.104310172,0.932900433,0.085963291,0.19
-2.25,37.25,0.472514069,0.954215945,0.136665285,0.81547619,0.086186193,0.42
-2.25,37.5,0.471867351,1.140326867,0.166309808,0.842857143,0.116021695,0.38
-2,16.5,0.435829065,0.90378195,0.134196702,0.595238095,0.057476126,0.22
-2,16.75,0.287792773,0.88339834,0.125335601,0.2,0.012624567,0.25
-2,18.25,0.491910944,0.867919609,0.145938899,0.333333333,0.09248874,0.226666667
-2,30.25,0.371936153,0.99824344,0.101270029,0.840909091,0.026092684,0.136666667
-2,35.5,0.394224705,0.625451465,0.070223114,0.623076923,0.097968915,0.133333333
-2,36.25,0.288073026,0.378639867,0.10656515,0.921130952,0.072620905,0.053333333
-2,36.75,0.31140794,0.157529039,0.076142407,0.333916084,0.057782766,0.173333333
-2,37.25,0.439173165,0.923119022,0.121352347,0.034722222,0.051589716,0.373333333
-1.75,31.5,0.323343385,0.818579141,0.072279119,0.394097222,0.006758533,0.213333333
-1.75,35.25,0.212969266,0.545130099,0.048396986,0.482142857,0.055605849,0.026666667
-1.75,35.5,0.303980509,0.720596607,0.057986568,0.166666667,0.020514304,0.18
-1.75,35.75,0.276418344,0.491332127,0.076946597,0.231666667,0.15232068,0.246666667
-1.75,36,0.380125251,0.273337027,0.084271602,0.373333333,0.04568057,0.156666667
-1.75,36.5,0.180290789,0.193920585,0.083476431,0.346153846,0.043979666,0.143333333
-1.75,37,0.383371911,0.737352322,0.109375236,0.5,0.057235293,0.26
-1.75,37.25,0.394821421,0.930991637,0.113820274,0.288461538,0.066985744,0.313333333
-1.75,37.5,0.514013398,1.069698177,0.135195805,0.257777778,0.100687967,0.276666667
-1.5,17.75,0.050920672,0.818258139,0.115525124,0.983333333,0.049647652,0.14
-1.5,18,0.233799978,0.771990321,0.112765394,0.293478261,0.027404806,0.186666667
-1.5,29.5,0.041172008,0.491575075,0.030117023,0.013157895,0.018669858,0.083333333
-1.5,30,0.316368396,0.798643591,0.067099867,0.278846154,0.004528315,0.266666667
-1.5,31.5,0.352399425,0.996513778,0.095165383,0.25,0.022202279,0.303333333
-1.5,35.25,0.225375249,0.430640216,0.02649407,0.062121212,0.053680696,0.016666667
-1.5,35.5,0.276904884,0.640020556,0.043855613,0.196923077,0.043826926,0.103333333
-1.5,36,0.137453441,0.273741013,0.083954185,0.2,0.060139369,0.183333333
-1.5,36.5,0.005097785,0.29077121,0.107840973,0.129120879,0.054642017,0.196666667
-1.5,37,0.405546629,0.887934719,0.136892599,0.077777778,0.069078598,0.336666667
-1.5,37.25,0.31608112,1.019009888,0.135058292,0.444444444,0.060342998,0.323333333
-1.5,37.5,0.522964125,1.084917685,0.150346566,0.222222222,0.087103923,0.31
-1.5,37.75,0.52023423,1.250123694,0.128698387,0.142857143,0.032837467,0.413333333
-1.25,17.75,0.032449145,0.876382974,0.117290072,1.008658009,0.050720676,0.133333333
-1.25,18,0.13065346,0.849664659,0.121427759,0.073809524,0.03621976,0.19
-1.25,30,0.270913911,0.798773565,0.072743958,0.32173913,0.030683056,0.206666667
-1.25,31.25,0.509375606,1.131058639,0.154378885,0.548351648,0.083501257,0.38
-1.25,36.75,0.531736286,0.559890473,0.119311682,0.196428571,0.032079332,0.316666667
-1.25,37,0.520016929,1.018032485,0.159539732,0.059139785,0.04898022,0.476666667
-1.25,37.5,0.521519568,1.088242575,0.174618535,0.538461538,0.070464881,0.35
-1,31.75,0.372044764,1.07582284,0.097561077,0.782407407,0.037443741,0.21
-1,36,0.290220642,0.517209703,0.066406454,0.54,0.05962526,0.29
-1,36.5,0.137383036,0.39998615,0.060768389,0.022727273,0.021100873,0.2
-1,36.75,0.29892269,0.463460854,0.073315496,0.115555556,0.010409254,0.323333333
-1,37,0.434805317,0.874161608,0.127105216,0.262931034,0.069823291,0.403333333
-1,37.25,0.374574319,0.926869906,0.146383452,0.013333333,0.079675391,0.37
-1,37.5,0.507757823,0.957245088,0.172011174,0.3475,0.065486178,0.38
-0.75,30,0.299437929,0.730776508,0.074469491,0.30952381,0.00010754,0.103333333
-0.75,35.5,0.403934909,0.690777118,0.101667039,0.115384615,0.04267361,0.196666667
-0.75,37.25,0.388525312,0.858150834,0.12794293,0.189285714,0.034773171,0.42
-0.75,37.5,0.416230598,0.851327828,0.161629915,1,0.085534137,0.313333333
-0.5,35.5,0.442659447,0.616336881,0.105027239,0.650462963,0.113371184,0.34
-0.5,35.75,0.240621674,0.454951477,0.06378519,0.287878788,0.077825185,0.41
-0.5,37.25,0.20909459,0.624153411,0.064633201,0.358391608,0.022868636,0.253333333
-0.5,37.5,0.460703591,0.75867828,0.114327247,1.25,0.052070837,0.333333333
-0.25,30.25,0.378820859,1.357123527,0.1443414,0.45,0.078660839,0.05
-0.25,30.5,0.400180641,1.437277515,0.171403401,0.722727273,0.124961738,0.246666667
-0.25,31,0.679142957,1.776345336,0.253159909,1.018518519,0.167434431,0.376666667
-0.25,31.25,0.646742014,2.061822373,0.274891573,1.167857143,0.067212691,0.41
-0.25,35,0.564505298,1.164662503,0.22119991,0.787037037,0.166214042,0.376666667
-0.25,35.25,0.450083082,0.672462679,0.147639705,0.791666667,0.221367126,0.383333333
-0.25,35.5,0.350428068,0.423237571,0.091335928,0.781609195,0.153122572,0.296666667
-0.25,37.25,0.093427159,0.357350883,0.033135169,0.829004329,0.009916229,0.17
-0.25,37.75,0.355410493,0.775009644,0.079933708,0.397058824,0.051219212,0.086666667
0,30.5,0.745691114,1.978814639,0.259320166,1.158119658,0.128349068,0.233333333
0,30.75,0.607792311,2.057762635,0.307574805,1.465608466,0.221459715,0.31
0,31,0.700364646,1.914604617,0.291762432,1.295,0.254595281,0.313333333
0,31.25,0.772771239,2.260996364,0.320468786,1.178571429,0.039523851,0.4
0,31.75,0.466235684,1.801793397,0.217838726,0.756704981,0.029273378,0.343333333
0,32,0.411113152,1.756606175,0.19425666,0.626262626,0.072687198,0.423333333
0,32.25,0.544393334,1.272662921,0.167573246,0.938697318,0.049632716,0.326666667
0,32.5,0.48961344,0.816163616,0.125654312,0.464285714,0.051048983,0.36
0,34.5,0.468693621,1.531546412,0.180283487,0.771428571,0.009923477,0.413333333
0,34.75,0.44131053,1.10962675,0.161053672,0.193277311,0.085639152,0.45
0,35,0.396548971,0.941626994,0.164342896,0.75,0.262827256,0.36
0,35.25,0.517488411,0.697446696,0.147714622,1.002873563,0.192590958,0.323333333
0,35.5,0.276608433,0.302423565,0.059936216,0.40625,0.036912087,0.373333333
0,37.25,0.227304253,0.387111449,0.051941571,1.043478261,0.024481011,0.196666667
0.25,30.25,0.575171231,1.418482189,0.209953183,0.087912088,0.055446022,0.186666667
0.25,30.5,0.69455001,1.904940131,0.262738197,0.692307692,0.121916335,0.25
0.25,30.75,0.676060838,2.051955766,0.310337813,1.323076923,0.214424125,0.256666667
0.25,31,0.782550068,2.042979549,0.339748745,0.571428571,0.143791473,0.32
0.25,31.25,0.785582225,2.274694355,0.33500096,1.366666667,0.121325973,0.366666667
0.25,31.5,0.772931319,2.113632691,0.302749868,1.638461538,0.018836063,0.393333333
0.25,32,0.522678943,1.871950238,0.214264954,1.015625,0.060293906,0.473333333
0.25,32.5,0.417624938,1.056183311,0.140341117,1.220833333,0.033093213,0.34
0.25,32.75,0.410871652,0.997052961,0.12023673,0.680555556,0.021613741,0.35
0.25,34.5,0.586731485,1.253814834,0.209100525,0.479262673,0.077049193,0.41
0.25,34.75,0.391243157,1.020879442,0.180674051,1.012096774,0.20974318,0.353333333
0.25,35,0.539288095,0.595533166,0.143570257,0.923387097,0.119035122,0.346666667
0.25,35.25,0.389995418,0.417166079,0.100923478,0.287878788,0.10960844,0.406666667
0.25,35.5,0.213275518,0.293847382,0.052861164,0.127419355,0.03166738,0.386666667
0.25,36.25,0.209166776,0.007872831,0.047199876,0.146929825,0.053687765,0.166666667
0.25,37.25,0.232394898,0.34240664,0.091060296,0.265,0.048116983,0.3
0.5,29.5,0.443938074,0.938027152,0.147643406,0.048611111,0.010806626,0.23
0.5,30.25,0.531830538,1.295629902,0.212616802,0.659090909,0.030197049,0.2
0.5,30.5,0.67259052,1.509775798,0.231840235,0.599637681,0.059026817,0.206666667
0.5,30.75,0.759018903,1.836771002,0.283058146,1.923076923,0.095091748,0.106666667
0.5,31,0.765737113,2.083230591,0.338202335,1.104743083,0.180259942,0.166666667
0.5,31.25,0.587595172,2.08634802,0.292714903,1.375,0.060761089,0.32
0.5,31.5,0.706989406,2.234199309,0.303865262,1.583333333,0.133836248,0.283333333
0.5,32,0.477687953,1.655264165,0.197954869,1.068965517,0.028653615,0.35
0.5,32.25,0.469447385,1.438016588,0.176271645,0.866666667,0.033131861,0.336666667
0.5,32.5,0.260664016,1.287374897,0.151284528,0.83908046,0.073993715,0.363333333
0.5,32.75,0.351666671,1.294957987,0.152073115,0.886699507,0.097752128,0.36
0.5,33,0.39506969,1.286601179,0.148892778,0.441269841,0.053413924,0.406666667
0.5,33.25,0.263226612,1.253258847,0.132150004,0,0.018919218,0.386666667
0.5,33.5,0.241455919,1.395484866,0.149835233,0.370726496,0.013601224,0.38
0.5,33.75,0.256573349,1.603747696,0.186264881,0.777777778,0.019266868,0.313333333
0.5,34,0.376665106,1.522906729,0.183289987,0.111111111,0.031016453,0.403333333
0.5,34.5,0.589997375,1.118953138,0.215602568,0.578341014,0.132875031,0.396666667
0.5,34.75,0.600322156,1.002141884,0.220784869,0.816176471,0.212356065,0.336666667
0.5,35,0.385691579,0.421531051,0.123520474,0.029487179,0.106544319,0.266666667
0.5,35.25,0.408744656,0.257162241,0.072359341,0.087643678,0.050092301,0.253333333
0.5,36.5,0.261297901,0.025170429,0.071563882,0.289855072,0.014349561,0.05
0.75,30.25,0.24595736,1.161997164,0.203904436,0.238636364,0.031378063,0.106666667
0.75,30.75,0.604955331,1.840773695,0.2852025,0.532051282,0.02156458,0.206666667
0.75,31,0.706006759,1.890065472,0.302560269,0.312252964,0.087699622,0.183333333
0.75,31.25,0.611986816,1.835838611,0.259093638,0.68202765,0.00371164,0.366666667
0.75,31.5,0.70672001,1.864234924,0.259580434,0.638095238,0.112812101,0.4
0.75,31.75,0.752239501,2.228701743,0.333469763,1.073275862,0.116403144,0.396666667
0.75,32,0.920084244,2.262523827,0.338534057,0.620689655,0.001248314,0.44
0.75,32.25,0.69226395,2.072915063,0.297433861,0.93452381,0.006981222,0.433333333
0.75,32.5,0.277079636,1.530671692,0.204952888,0.472906404,0.150062047,0.346666667
0.75,33,0.375427813,1.738808872,0.231828749,0.623376623,0.077321513,0.39
0.75,33.25,0.443147982,1.584475806,0.20283873,0.560606061,0.078916576,0.43
0.75,33.5,0.513032845,1.542540956,0.210068828,0.894265233,0.081527028,0.376666667
0.75,33.75,0.463156539,1.37230432,0.195984338,0.811904762,0.060689093,0.383333333
0.75,34,0.476007119,1.278596927,0.207981633,0.687739464,0.039433384,0.383333333
0.75,34.25,0.656758822,1.328656945,0.178986158,0.112903226,0.010932011,0.38
0.75,34.5,0.363569406,0.751897313,0.117785228,0.338068182,0.10466033,0.316666667
0.75,34.75,0.40135144,0.435434371,0.097783029,0.638176638,0.154130832,0.17
0.75,35,0.434249643,0.424380689,0.062060406,0.491071429,0.034581375,0.076666667
0.75,36.5,0.357527669,0.220723353,0.091408714,0.310714286,0.064908121,0.146666667
1,31.25,0.654279269,1.950141692,0.303692701,0.857142857,0.048741025,0.266666667
1,31.5,0.780933067,2.050437399,0.350887553,0.480952381,0.093112263,0.386666667
1,32,0.925744609,2.62656252,0.446196429,0.140625,0.071137624,0.533333333
1,32.25,0.859488091,2.232517927,0.359043503,0.677419355,0.091442975,0.47
1,32.5,0.461894363,1.693705358,0.261079526,0.016666667,0.122926359,0.43
1,33,0.381461139,1.695346656,0.245390081,0.408602151,0.073719239,0.403333333
1,33.25,0.468270522,1.709825252,0.245124381,0.854166667,0.09976595,0.41
1,33.5,0.474785653,1.73701213,0.263854977,0.685185185,0.12778047,0.403333333
1,33.75,0.495522993,1.314672793,0.215841996,0.645,0.074764996,0.346666667
1,34,0.5639489,1.131537902,0.247654962,1.222222222,0.051765465,0.34
1,34.25,0.50186169,0.929685211,0.143673386,0.325174825,0.040037024,0.236666667
1,34.5,0.284074011,0.622609867,0.068616361,0.255555556,0.063547279,0.306666667
1,34.75,0.246360798,0.467486885,0.066121484,0.914835165,0.069641928,0.193333333
1,35,0.261655524,0.585282996,0.073902062,0.632857143,0.000802667,0.166666667
1,36.5,0.383894857,0.100264251,0.087309815,0.496842105,0.080506103,0.136666667
1.25,29.75,0.499928479,1.192337682,0.222239323,0.04,0.058608133,0.206666667
1.25,31.75,0.892342807,1.959422067,0.374344219,0.440860215,0.14229152,0.416666667
1.25,32.25,0.826923409,2.278125157,0.422629879,0.680555556,0.023646974,0.513333333
1.25,32.5,0.644940088,1.762323839,0.334076989,0.912698413,0.067977079,0.463333333
1.25,32.75,0.530208353,1.739045872,0.315166948,0.466216216,0.073797743,0.463333333
1.25,33,0.435360894,1.702862197,0.286109569,0.0875,0.164025623,0.41
1.25,34.25,0.539210334,1.039497493,0.186049197,0.337606838,0.076704436,0.216666667
1.25,34.5,0.268023838,0.631802622,0.077012188,0.401515152,0.04651483,0.326666667
1.25,34.75,0.252803313,0.431756161,0.086428846,0.395833333,0.040730687,0.073333333
1.25,35,0.294733077,0.553094404,0.082787241,0.186666667,0.018371889,0.116666667
1.5,29.75,0.553570831,1.429425362,0.297668227,0.154040404,0.02763303,0.206666667
1.5,31.5,0.681338775,1.785313494,0.258707405,0.318181818,0.082197584,0.193333333
1.5,31.75,0.832373986,1.834837361,0.34657317,0.915151515,0.08594755,0.26
1.5,32,0.891882833,1.889609801,0.409247048,0.916071429,0.007854597,0.393333333
1.5,32.25,0.832136007,1.754971724,0.386596837,0.455882353,0.141527763,0.416666667
1.5,32.5,0.533555544,1.286652276,0.263066699,0.692207792,0.081519224,0.38
1.5,32.75,0.64395435,0.975041707,0.19467198,0.775757576,0.094411198,0.263333333
1.5,33,0.646755532,1.164382661,0.2002983,0.467548077,0.091770135,0.27
1.5,33.25,0.629769193,1.762893814,0.309372388,0.672727273,0.13779387,0.373333333
1.5,33.5,0.448852402,1.628405507,0.391622432,0.690625,0.145510104,0.413333333
1.5,33.75,0.470582228,1.152340111,0.336701792,0.283613445,0.017483292,0.406666667
1.5,34.5,0.613624749,0.434192892,0.145569697,0.345977011,0.084404151,0.206666667
1.75,18.5,0.239466193,1.310262925,0.235961184,0.47027972,0.023791188,0.176666667
1.75,30.5,0.723093747,0.970164861,0.142344412,0.184952978,0.054567058,0.223333333
1.75,31.75,0.776046968,1.702195994,0.304270413,0.15,0.167394919,0.263333333
1.75,32.25,0.817266572,1.539128054,0.344180957,0.099706745,0.056182353,0.386666667
1.75,32.75,0.515789169,1.681743798,0.264190154,0.943722944,0.144105554,0.306666667
1.75,33,0.615608685,1.443021765,0.258010066,0.734375,0.110317347,0.31
1.75,33.25,0.592527008,1.340931486,0.32394596,0.785511364,0.094366596,0.34
1.75,33.5,0.519622275,1.259865844,0.375486107,0.195014663,0.09987372,0.313333333
1.75,34,0.603752547,0.589311179,0.286841972,0.288461538,0.055164958,0.2
1.75,35.25,0.471175658,0.385160084,0.104914041,0.104166667,0.014597097,0.223333333
1.75,35.5,0.420214316,0.29567474,0.137574513,0.148148148,0.012173909,0.216666667
2,30.5,0.465844629,0.869873966,0.139489157,0.008333333,0.064307109,0.286666667
2,30.75,0.733667716,1.060609221,0.142262366,0.592657343,0.096359587,0.196666667
2,31.75,0.617642681,1.644411605,0.299291097,0.552884615,0.171108136,0.156666667
2,32,0.734057774,1.448102941,0.301611374,0.045454545,0.045831279,0.303333333
2,32.75,0.583351174,1.313268143,0.303001988,0.885416667,0.146754828,0.28
2,33,0.572403443,1.135793109,0.304870631,0.85483871,0.070453099,0.313333333
2,33.25,0.666246326,0.997363144,0.322044244,0.296238245,0.080966365,0.286666667
2,34.25,0.39527361,0.413075472,0.213379007,0.055882353,0.045525841,0.166666667
2,34.5,0.183890044,0.232374631,0.142098579,0.330701754,0.062493499,0.146666667
2,35,0.438199244,0.22878907,0.136898075,0.151190476,0.014045605,0.17
2.25,29.5,0.606695928,1.249140245,0.261545781,0.475362319,0.073178109,0.063333333
2.25,30.5,0.577764325,0.957208291,0.168633772,0.221794872,0.075594729,0.126666667
2.25,30.75,0.408767446,0.907365163,0.175003802,0.080687831,0.110995309,0.213333333
2.25,31,0.724849251,0.982329266,0.1916896,0.298461538,0.121889389,0.17
2.25,31.75,0.578953826,1.559805024,0.311246304,0.507407407,0.061071037,0.2
2.25,32,0.765440056,1.326941681,0.322857096,0.581538462,0.167523405,0.206666667
2.25,32.25,0.806671377,1.308549578,0.33377836,0.623626374,0.193513024,0.196666667
2.25,32.75,0.651249108,0.95885268,0.317630723,0.663978495,0.114013195,0.276666667
2.25,33.75,0.735301326,0.316456193,0.194948793,0.464285714,0.018305281,0.113333333
2.25,35,0.280806634,0.300851597,0.115649328,0.261859583,0.00901913,0.216666667
2.25,35.25,0.536674265,0.348621877,0.189758155,0.116666667,0.047471809,0.22
2.5,19,0.357680375,1.391492599,0.247842682,0.200483092,0.035881811,0.16
2.5,30.75,0.621548501,1.062698423,0.227173789,0.165509259,0.122306856,0.22
2.5,31,0.701468306,1.104235468,0.265840407,0.12797619,0.118303017,0.16
2.5,31.75,0.647829887,1.44823401,0.312133923,0.404761905,0.145009458,0.193333333
2.5,32,0.714572046,1.18443181,0.309772784,0.237142857,0.271458279,0.2
2.5,33,0.625754586,0.430271423,0.26612797,0.345833333,0.024928556,0.216666667
2.5,33.25,0.540209491,0.254978454,0.199838,0.321428571,0.024390521,0.1
2.5,35,0.441824067,0.39095367,0.169805037,0.171568627,0.007000422,0.316666667
2.5,35.25,0.598009237,0.463431138,0.2071877,0.067307692,0.07979687,0.16
2.75,19,0.327695074,1.343864226,0.242421168,0.407322654,0.033596355,0.186666667
2.75,24.75,0.869369018,1.792634426,0.508095625,0.353146853,0.060379474,0.39
2.75,27.75,0.882241058,1.297131895,0.31924938,0.851190476,0.11412625,0.053333333
2.75,28,0.909413088,1.28913541,0.317651182,0.531884058,0.126779005,0.07
2.75,30.5,0.905905738,1.091701938,0.251763545,0.233333333,0.018393388,0.19
2.75,30.75,0.792894119,1.169175153,0.265891729,0.09375,0.079384135,0.246666667
2.75,31,0.782060907,1.11687313,0.293756994,0.146666667,0.047756822,0.16
2.75,31.5,0.419722024,1.479757788,0.298322984,0.406666667,0.030783883,0.086666667
2.75,31.75,0.560231507,1.364274754,0.325091816,0.21043771,0.071040828,0.273333333
2.75,32,0.706127773,1.064583764,0.294325912,0.107142857,0.150389314,0.253333333
2.75,33,0.519302192,0.414593819,0.216334809,0.416666667,0.030768084,0.173333333
2.75,39,0.500878515,1.229089473,0.369372814,0.085164835,0.131486328,0.233333333
2.75,39.25,0.502877064,1.233790549,0.366802348,0.117132867,0.106959078,0.253333333
2.75,39.5,0.525733185,1.281257805,0.375100037,0.799373041,0.060678143,0.306666667
3,18.5,0.313648459,1.245931283,0.265709068,1.256793478,0.066650086,0.113333333
3,30.5,0.771831121,1.057970526,0.254389536,0.284482759,0.020768557,0.123333333
3,39.25,0.534442452,1.262966528,0.378081347,0.14516129,0.126178825,0.343333333
3,39.5,0.411359953,1.225119312,0.358185112,0.296875,0.066288472,0.356666667
3.25,19.75,0.52533225,1.386560861,0.341526152,0.401818182,0.043668027,0.32
3.25,31.75,0.481447562,0.992716745,0.300536573,0.38671024,0.173689027,0.12
3.25,33,0.418359708,0.52875286,0.202223716,0.268518519,0.054691372,0.176666667
3.25,34.25,0.564270469,0.303189948,0.146982448,0.140625,0.040057995,0.213333333
3.25,35,0.265379744,0.491737366,0.190664471,0.415296053,0.030425112,0.21
3.25,37.75,0.472242228,0.6591863,0.246628577,0.197768763,0.187820812,0.216666667
3.5,19.5,0.623676124,1.302787585,0.361303029,0.272727273,0.014314999,0.26
3.5,19.75,0.627439704,1.30213713,0.358613566,0.511904762,0.021693183,0.246666667
3.5,31.75,0.547993,1.018984066,0.28849765,0.013888889,0.184078979,0.093333333
3.5,37.75,0.397688372,0.70552331,0.249474901,0.409722222,0.161342949,0.266666667
3.5,39.5,0.393260682,1.191701958,0.325617836,0.090625,0.128607487,0.43
3.75,22.5,1.006356596,1.678568014,0.555986403,0.00297619,0.078624998,0.283333333
3.75,38.25,0.501857738,1.069314927,0.33556472,0.361179361,0.051866662,0.463333333
3.75,38.5,0.559677065,1.117105416,0.314611103,0.313131313,0.106934687,0.47
4,22.25,0.723542375,1.620458065,0.502185345,0.186507937,0.018674611,0.223333333
4,38.25,0.420694263,0.871308136,0.251590113,0.1375,0.039822977,0.506666667
4.25,15,0.708622957,1.223250893,0.387639227,0.410984848,0.197707916,0.193333333
4.25,24,1.131761502,1.592859395,0.557369584,0.62,0.035266857,0.146666667
4.25,24.25,1.151826907,1.622303615,0.54483547,0.752403846,0.070588166,0.1
4.5,-7.75,0.26925311,0.270967904,0.021739117,0.208333333,0.047205048,0.063333333
4.5,6,0.418899654,0.429462394,0.056930525,1.367588933,0.049409701,0.156666667
4.5,6.25,0.411424705,0.648753846,0.069558077,1.023550725,0.009928496,0.15
4.5,6.5,0.438979535,0.856748454,0.089060257,0.795555556,0.009611156,0.24
4.5,6.75,0.400797917,0.665607981,0.060665673,0.161538462,0.019098662,0.236666667
4.5,7,0.39052928,0.55397558,0.050463754,0.931623932,0.006086361,0.276666667
4.5,7.25,0.38769097,0.619779147,0.055897766,0.9375,0.001119393,0.336666667
4.5,7.5,0.405551343,0.661739897,0.066486875,1.037037037,0.001135934,0.356666667
4.5,11.25,0.416912177,1.306049053,0.203176114,0.265625,0.031351921,0.503333333
4.5,21.75,0.61135475,1.445851624,0.49766221,0.058888889,0.012758989,0.113333333
4.5,23.5,1.274179723,1.692069518,0.610601601,0.222222222,0.016941581,0.13
4.75,6,0.327572456,0.601225907,0.070085303,1.087412587,0.014708105,0.27
4.75,6.25,0.39563986,0.697399061,0.081231513,0.920948617,0.034171849,0.2
4.75,6.5,0.426030927,0.939612892,0.103376617,0.73,0.051001916,0.23
4.75,6.75,0.409777167,0.904558759,0.095555555,0.171666667,0.016642032,0.24
4.75,7.5,0.344118813,1.085033964,0.112192128,0.616883117,0.024915042,0.3
4.75,7.75,0.230054239,1.056518926,0.110802117,1.15,0.031962407,0.32
4.75,11,0.437247252,1.129806479,0.189845471,0.643382353,0.125885967,0.36
4.75,11.25,0.480262756,1.214200788,0.225196093,0.375,0.043259067,0.476666667
4.75,21.5,0.80767609,1.446622917,0.505226757,0.131578947,0.038307436,0.03
4.75,22.75,0.771422831,1.491149296,0.537417674,0.038461538,0.083408172,0.14
4.75,23,1.008087334,1.506117875,0.527362387,0.009230769,0.064620197,0.11
4.75,34.5,0.58894491,0.511419717,0.32381833,0.375661376,0.016319079,0.213333333
4.75,34.75,0.582681548,0.527762995,0.33130021,0.133333333,0.107541892,0.2
5,-2,0.377210216,0.402780856,0.055786046,0.375,0.030551762,0.086666667
5,5.5,0.318301255,0.359281589,0.043890139,1.438461538,0.011666489,0.153333333
5,11,0.474694374,1.038454163,0.189443614,0.537946429,0.073906031,0.466666667
5,21,0.846420562,1.317319625,0.466062526,0.202341137,0.001690077,0.116666667
5,34,0.692975225,0.45348319,0.279051922,0.084656085,0.14358109,0.236666667
5.25,-6.5,0.369284214,0.73074245,0.092480035,1.277310924,0.083140982,0.143333333
5.25,-6.25,0.373605855,0.856263694,0.094855678,0.277777778,0.091893688,0.19
5.25,-2.25,0.398986484,0.414943715,0.055282386,0.37605042,0.038331121,0.063333333
5.25,-0.75,0.214266479,0.417639101,0.042115871,0.186813187,0.018249903,0.173333333
5.25,10.75,0.396386817,0.955566191,0.194897393,0.145238095,0.026198176,0.386666667
5.25,22.5,1.030904075,1.428472607,0.558565286,0.352380952,0.059790008,0.176666667
5.25,36.5,0.345605547,0.409641325,0.022775944,1.006393862,0.028699202,0.013333333
5.25,37,0.071746102,0.80075128,0.268675119,0.377011494,0.066282167,0.183333333
5.25,39,0.591300612,0.828553459,0.261281256,0.012605042,0.050417798,0.48
5.5,-7,0.256791883,0.440652701,0.04515633,0.075,0.003339774,0.08
5.5,-6.5,0.462194042,0.975045992,0.119862365,0.285714286,0.08462247,0.2
5.5,-6,0.356947288,0.87441641,0.095897397,0.827777778,0.101255856,0.233333333
5.5,-4.75,0.33547553,0.919647647,0.108851619,0.247368421,0.090171146,0.22
5.5,-4.5,0.309588408,0.868087592,0.108959146,0.628571429,0.035109506,0.27
5.5,-4.25,0.325066963,0.70542671,0.091249144,0.588235294,0.058510111,0.213333333
5.5,-4,0.28705325,0.679033954,0.080686301,0.468253968,0.072090465,0.206666667
5.5,-3.75,0.249995833,0.660853968,0.080581839,0.416666667,0.034409715,0.193333333
5.5,36.75,0.243860078,0.955963115,0.219147982,0.093333333,0.07708328,0.146666667
5.5,37,0.253222089,0.957138648,0.261241362,0.023809524,0.023640574,0.246666667
